SP_GESTOR;Nome_Municipio;Estação;SP_CIDPRI;DIAGNOSTICO_DESCRICAO;TOTAL_DE_CASOS
352710;Lins;Primavera;N309;N309;28
352440;Jacareí;Verão;K808;K808;28
351380;Diadema;Inverno;C269;C269;28
351380;Diadema;Inverno;C20;C20;28
350190;Amparo;Verão;R579;R579;28
352900;Marília;Outono;C448;C448;28
350210;Andradina;Inverno;A000;A000;28
355030;São Paulo;Verão;R190;R190;28
350190;Amparo;Verão;S930;S930;28
350000;Gestão Estadual (SP);Primavera;C004;C004;28
350000;Gestão Estadual (SP);Primavera;B550;B550;28
355060;São Roque;Inverno;E46;E46;28
352710;Lins;Primavera;N179;N179;28
351350;Cubatão;Verão;O230;O230;28
351350;Cubatão;Verão;S722;S722;28
354130;Presidente Epitácio;Verão;D252;D252;28
351000;Cândido Mota;Primavera;A91;A91;28
354100;Praia Grande;Verão;G409;G409;28
355030;São Paulo;Outono;Z988;Z988;28
353070;Mogi Guaçu;Outono;S272;S272;28
355670;Vinhedo;Outono;K359;Apendicite Aguda;28
350190;Amparo;Verão;R571;R571;28
351380;Diadema;Inverno;A19;A19;28
352340;Itatiba;Verão;T191;T191;28
350450;Avaré;Outono;L024;L024;28
355030;São Paulo;Outono;N850;N850;28
352260;Itapira;Outono;I848;I848;28
351690;General Salgado;Verão;I10;I10;28
352410;Ituverava;Primavera;S822;S822;28
351990;Iepê;Verão;T028;T028;28
351000;Cândido Mota;Inverno;Z018;Z018;28
351990;Iepê;Verão;I500;I500;28
353060;Mogi das Cruzes;Outono;O715;O715;28
351690;General Salgado;Inverno;I10;I10;28
353470;Ourinhos;Verão;D443;D443;28
350410;Atibaia;Outono;I48;I48;28
354100;Praia Grande;Verão;D259;D259;28
354100;Praia Grande;Verão;A46;A46;28
352530;Jaú;Verão;A521;A521;28
355620;Valinhos;Outono;C159;C159;28
351870;Guarujá;Primavera;I48;I48;28
351870;Guarujá;Primavera;I801;I801;28
354660;Santa Fé do Sul;Outono;J159;Pneumonia Bacteriana;28
355280;Taboão da Serra;Verão;I10;I10;28
355280;Taboão da Serra;Verão;F322;F322;28
354660;Santa Fé do Sul;Outono;B201;B201;28
351690;General Salgado;Primavera;A09;A09;28
354880;São Caetano do Sul;Primavera;F209;F209;28
354850;Santos;Primavera;N738;N738;28
350950;Campinas;Verão;T845;T845;28
350760;Bragança Paulista;Inverno;K566;K566;28
350760;Bragança Paulista;Inverno;K409;K409;28
350760;Bragança Paulista;Inverno;O833;O833;28
350000;Gestão Estadual (SP);Inverno;J205;J205;28
355670;Vinhedo;Outono;L038;L038;28
354990;São José dos Campos;Inverno;K900;K900;28
354990;São José dos Campos;Inverno;K869;K869;28
351350;Cubatão;Verão;S920;S920;28
352440;Jacareí;Verão;K359;Apendicite Aguda;28
354880;São Caetano do Sul;Primavera;F840;F840;28
354990;São José dos Campos;Outono;O338;O338;28
354990;São José dos Campos;Outono;O459;O459;28
353350;Novo Horizonte;Primavera;M169;M169;28
354990;São José dos Campos;Outono;O365;O365;28
354990;São José dos Campos;Outono;O038;O038;28
353350;Novo Horizonte;Primavera;O990;O990;28
354730;Santana de Parnaíba;Inverno;G009;G009;28
352430;Jaboticabal;Inverno;N10;N10;28
351370;Descalvado;Verão;N47;N47;28
351370;Descalvado;Verão;K808;K808;28
353470;Ourinhos;Verão;K558;K558;28
351880;Guarulhos;Primavera;T432;T432;28
354850;Santos;Primavera;K919;K919;28
351360;Cunha;Inverno;I10;I10;28
351360;Cunha;Inverno;T509;T509;28
355220;Sorocaba;Outono;N309;N309;28
350650;Birigui;Verão;N399;N399;28
350450;Avaré;Inverno;O420;O420;28
355030;São Paulo;Outono;O322;O322;28
351670;Garça;Primavera;O200;O200;28
351630;Francisco Morato;Verão;I269;I269;28
351630;Francisco Morato;Verão;I210;I210;28
352590;Jundiaí;Primavera;C411;C411;28
353870;Piracicaba;Primavera;O343;O343;28
355030;São Paulo;Outono;T424;T424;28
353440;Osasco;Outono;S899;S899;28
350190;Amparo;Verão;F312;F312;28
354100;Praia Grande;Verão;K808;K808;28
350960;Campo Limpo Paulista;Inverno;O109;O109;28
355620;Valinhos;Inverno;I200;I200;28
355620;Valinhos;Inverno;I10;I10;28
351870;Guarujá;Primavera;K400;K400;28
350650;Birigui;Verão;O998;O998;28
353800;Pindamonhangaba;Outono;O820;O820;28
353060;Mogi das Cruzes;Outono;P599;P599;28
354340;Ribeirão Preto;Primavera;J440;J440;28
350000;Gestão Estadual (SP);Verão;Q283;Q283;28
353800;Pindamonhangaba;Outono;L031;L031;28
353870;Piracicaba;Primavera;N40;N40;28
353870;Piracicaba;Primavera;N329;N329;28
352940;Mauá;Verão;C250;C250;28
354850;Santos;Outono;S528;S528;28
354880;São Caetano do Sul;Verão;D440;D440;28
351360;Cunha;Outono;A09;A09;28
355040;São Pedro;Verão;E139;E139;28
352390;Itu;Outono;S122;S122;28
355400;Tatuí;Primavera;K638;K638;28
352390;Itu;Outono;R570;R570;28
354390;Rio Claro;Inverno;K439;K439;28
351670;Garça;Verão;E878;E878;28
350700;Boituva;Inverno;G405;G405;28
350450;Avaré;Inverno;K558;K558;28
351630;Francisco Morato;Verão;I828;I828;28
351630;Francisco Morato;Verão;I801;I801;28
353580;Paranapanema;Primavera;J189;Pneumonia Não Especificada;28
351630;Francisco Morato;Verão;N188;N188;28
352590;Jundiaí;Primavera;C539;C539;28
355030;São Paulo;Outono;T144;T144;28
354660;Santa Fé do Sul;Verão;G410;G410;28
351870;Guarujá;Primavera;K564;K564;28
352410;Ituverava;Verão;I694;I694;28
352410;Ituverava;Verão;I214;I214;28
350000;Gestão Estadual (SP);Primavera;N060;N060;28
350970;Campos do Jordão;Primavera;J449;J449;28
354880;São Caetano do Sul;Primavera;K382;K382;28
351360;Cunha;Outono;O149;O149;28
351360;Cunha;Outono;A90;Dengue Clássica;28
354130;Presidente Epitácio;Outono;N200;N200;28
355620;Valinhos;Inverno;J219;J219;28
353870;Piracicaba;Primavera;C384;C384;28
353870;Piracicaba;Primavera;C787;C787;28
350450;Avaré;Inverno;C710;C710;28
350000;Gestão Estadual (SP);Primavera;B200;B200;28
354390;Rio Claro;Inverno;I829;I829;28
350970;Campos do Jordão;Outono;N17;N17;28
354990;São José dos Campos;Inverno;S131;S131;28
350740;Borborema;Primavera;E148;E148;28
352690;Limeira;Outono;O149;O149;28
352040;Ilhabela;Inverno;K632;K632;28
350190;Amparo;Primavera;K29;K29;28
350190;Amparo;Primavera;K251;K251;28
350000;Gestão Estadual (SP);Inverno;T908;T908;28
352530;Jaú;Primavera;R579;R579;28
352710;Lins;Verão;I158;I158;28
351370;Descalvado;Primavera;L97;L97;28
351370;Descalvado;Primavera;K590;K590;28
355030;São Paulo;Verão;T141;T141;28
355280;Taboão da Serra;Inverno;O680;O680;28
352010;Igarapava;Outono;F109;F109;28
355040;São Pedro;Primavera;N200;N200;28
351670;Garça;Primavera;N201;N201;28
352260;Itapira;Outono;K921;K921;28
350700;Boituva;Outono;B178;B178;28
354990;São José dos Campos;Outono;J353;J353;28
350190;Amparo;Outono;C220;C220;28
354850;Santos;Primavera;J841;J841;28
352440;Jacareí;Verão;I248;I248;28
355220;Sorocaba;Outono;O210;O210;28
350000;Gestão Estadual (SP);Verão;Q103;Q103;28
351870;Guarujá;Primavera;L948;L948;28
352940;Mauá;Primavera;Z478;Z478;28
352410;Ituverava;Verão;K811;K811;28
352010;Igarapava;Primavera;F209;F209;28
354130;Presidente Epitácio;Inverno;N898;N898;28
353030;Mirassol;Verão;I832;I832;28
350960;Campo Limpo Paulista;Primavera;D259;D259;28
350190;Amparo;Primavera;F312;F312;28
351870;Guarujá;Primavera;O038;O038;28
350000;Gestão Estadual (SP);Outono;Z981;Z981;28
351870;Guarujá;Primavera;O721;O721;28
354990;São José dos Campos;Inverno;S314;S314;28
352720;Lorena;Verão;E101;E101;28
351880;Guarulhos;Primavera;P210;P210;28
350000;Gestão Estadual (SP);Outono;M058;M058;28
350420;Auriflama;Inverno;E86;E86;28
353070;Mogi Guaçu;Primavera;K565;K565;28
350700;Boituva;Outono;J218;J218;28
355670;Vinhedo;Primavera;G408;G408;28
350000;Gestão Estadual (SP);Verão;P551;P551;28
354340;Ribeirão Preto;Primavera;J958;J958;28
351880;Guarulhos;Primavera;R570;R570;28
352340;Itatiba;Verão;S721;S721;28
355220;Sorocaba;Outono;S821;S821;28
350000;Gestão Estadual (SP);Verão;O652;O652;28
350000;Gestão Estadual (SP);Verão;O649;O649;28
355030;São Paulo;Outono;S368;S368;28
350410;Atibaia;Primavera;O324;O324;28
352390;Itu;Outono;O034;O034;28
352900;Marília;Outono;D469;D469;28
354100;Praia Grande;Verão;S720;S720;28
354880;São Caetano do Sul;Primavera;Z992;Z992;28
350960;Campo Limpo Paulista;Outono;P071;P071;28
353650;Paulínia;Primavera;C169;C169;28
350960;Campo Limpo Paulista;Primavera;K921;K921;28
350960;Campo Limpo Paulista;Primavera;K851;K851;28
350410;Atibaia;Primavera;R58;R58;28
351870;Guarujá;Primavera;O219;O219;28
353070;Mogi Guaçu;Primavera;C768;C768;28
353350;Novo Horizonte;Verão;S723;S723;28
355620;Valinhos;Inverno;N44;N44;28
350960;Campo Limpo Paulista;Primavera;K579;K579;28
350960;Campo Limpo Paulista;Primavera;G409;G409;28
354850;Santos;Primavera;D430;D430;28
354850;Santos;Primavera;E889;E889;28
351360;Cunha;Verão;J189;Pneumonia Não Especificada;28
350000;Gestão Estadual (SP);Verão;P390;P390;28
354130;Presidente Epitácio;Inverno;I210;I210;28
354680;Santa Isabel;Inverno;K590;K590;28
354390;Rio Claro;Inverno;I691;I691;28
351670;Garça;Outono;K359;Apendicite Aguda;28
351670;Garça;Outono;I495;I495;28
352180;Itaí;Verão;K746;K746;28
350000;Gestão Estadual (SP);Inverno;I79;I79;28
353350;Novo Horizonte;Verão;S623;S623;28
352590;Jundiaí;Primavera;D638;D638;28
350960;Campo Limpo Paulista;Primavera;K529;K529;28
350190;Amparo;Primavera;D464;D464;28
355030;São Paulo;Verão;T909;T909;28
351880;Guarulhos;Primavera;P700;P700;28
354990;São José dos Campos;Outono;G441;G441;28
350410;Atibaia;Verão;O429;O429;28
355030;São Paulo;Outono;Q699;Q699;28
354990;São José dos Campos;Outono;F312;F312;28
354990;São José dos Campos;Outono;G060;G060;28
352670;Leme;Primavera;N200;N200;28
353870;Piracicaba;Primavera;I638;I638;28
352590;Jundiaí;Primavera;E871;E871;28
350700;Boituva;Primavera;S420;S420;28
352010;Igarapava;Verão;K359;Apendicite Aguda;28
352190;Itajobi;Inverno;G309;G309;28
353350;Novo Horizonte;Verão;R571;R571;28
350960;Campo Limpo Paulista;Primavera;T814;T814;28
352440;Jacareí;Verão;C549;C549;28
351370;Descalvado;Inverno;C760;C760;28
354850;Santos;Primavera;C609;C609;28
354850;Santos;Primavera;C780;C780;28
354120;Presidente Bernardes;Verão;A085;A085;28
353440;Osasco;Primavera;E111;E111;28
352940;Mauá;Inverno;S423;S423;28
355040;São Pedro;Inverno;A90;Dengue Clássica;28
350190;Amparo;Outono;K928;K928;28
355040;São Pedro;Inverno;N47;N47;28
351670;Garça;Inverno;K929;K929;28
354680;Santa Isabel;Outono;A09;A09;28
354390;Rio Claro;Inverno;G919;G919;28
354390;Rio Claro;Inverno;C73;C73;28
351670;Garça;Outono;D500;D500;28
354990;São José dos Campos;Outono;D538;D538;28
352670;Leme;Primavera;O210;O210;28
354870;São Bernardo do Campo;Inverno;T784;T784;28
354870;São Bernardo do Campo;Inverno;Z741;Z741;28
350570;Barueri;Inverno;N814;N814;28
355210;Socorro;Inverno;O820;O820;28
355030;São Paulo;Inverno;K803;K803;28
350570;Barueri;Inverno;S09;S09;28
350570;Barueri;Inverno;N179;N179;28
353860;Piracaia;Inverno;Z302;Z302;28
350570;Barueri;Inverno;S524;S524;28
355030;São Paulo;Inverno;K838;K838;28
354390;Rio Claro;Verão;K920;K920;28
351860;Guariba;Outono;A46;A46;27
352390;Itu;Verão;A90;Dengue Clássica;27
354390;Rio Claro;Verão;K593;K593;27
352730;Louveira;Primavera;C349;C349;27
352590;Jundiaí;Verão;O995;O995;27
355030;São Paulo;Inverno;L010;L010;27
352590;Jundiaí;Verão;O100;O100;27
350570;Barueri;Inverno;N433;N433;27
352940;Mauá;Primavera;K403;K403;27
350000;Gestão Estadual (SP);Inverno;A021;A021;27
355030;São Paulo;Inverno;K43;K43;27
350570;Barueri;Inverno;M242;M242;27
351450;Duartina;Verão;I500;I500;27
350320;Araraquara;Verão;F205;F205;27
352050;Indaiatuba;Outono;S327;S327;27
352390;Itu;Verão;J91;J91;27
353550;Paraguaçu Paulista;Inverno;O820;O820;27
350570;Barueri;Inverno;K745;K745;27
353860;Piracaia;Verão;N328;N328;27
353150;Monte Azul Paulista;Outono;K929;K929;27
355170;Sertãozinho;Verão;R521;R521;27
354870;São Bernardo do Campo;Inverno;S868;S868;27
351220;Conchal;Outono;K801;K801;27
354870;São Bernardo do Campo;Inverno;S622;S622;27
355210;Socorro;Outono;S520;S520;27
355210;Socorro;Primavera;K550;K550;27
350950;Campinas;Inverno;Q250;Q250;27
354910;São João da Boa Vista;Outono;S520;S520;27
353470;Ourinhos;Verão;I81;I81;27
354990;São José dos Campos;Outono;C218;C218;27
355030;São Paulo;Outono;S00;S00;27
352710;Lins;Verão;G400;G400;27
354340;Ribeirão Preto;Primavera;K420;K420;27
355030;São Paulo;Outono;Q729;Q729;27
350700;Boituva;Outono;S826;S826;27
353350;Novo Horizonte;Verão;N189;N189;27
352190;Itajobi;Outono;J181;J181;27
353440;Osasco;Primavera;E149;Diabetes Mellitus Não Especificado;27
350960;Campo Limpo Paulista;Verão;E90;E90;27
353070;Mogi Guaçu;Primavera;E148;E148;27
355030;São Paulo;Outono;S027;S027;27
350960;Campo Limpo Paulista;Primavera;T424;T424;27
354880;São Caetano do Sul;Primavera;S723;S723;27
353470;Ourinhos;Inverno;K591;K591;27
353650;Paulínia;Primavera;C349;C349;27
350000;Gestão Estadual (SP);Verão;P038;P038;27
350410;Atibaia;Primavera;T280;T280;27
355280;Taboão da Serra;Outono;O420;O420;27
351670;Garça;Inverno;K564;K564;27
354680;Santa Isabel;Inverno;O420;O420;27
354880;São Caetano do Sul;Primavera;P298;P298;27
352740;Lucélia;Primavera;I10;I10;27
353550;Paraguaçu Paulista;Verão;S528;S528;27
353550;Paraguaçu Paulista;Verão;S069;S069;27
354660;Santa Fé do Sul;Verão;S728;S728;27
353470;Ourinhos;Verão;J155;J155;27
354680;Santa Isabel;Inverno;C20;C20;27
354850;Santos;Primavera;C500;C500;27
353550;Paraguaçu Paulista;Verão;T07;T07;27
352410;Ituverava;Verão;K850;K850;27
355030;São Paulo;Verão;S922;S922;27
350960;Campo Limpo Paulista;Outono;N739;N739;27
351370;Descalvado;Outono;S430;S430;27
353470;Ourinhos;Inverno;J969;J969;27
352440;Jacareí;Verão;I454;I454;27
351880;Guarulhos;Primavera;S868;S868;27
354850;Santos;Primavera;H018;H018;27
354850;Santos;Primavera;G433;G433;27
354990;São José dos Campos;Outono;I771;I771;27
355030;São Paulo;Outono;P59;P59;27
352900;Marília;Outono;E878;E878;27
350000;Gestão Estadual (SP);Verão;O665;O665;27
353580;Paranapanema;Outono;I248;I248;27
352390;Itu;Outono;N883;N883;27
354990;São José dos Campos;Outono;A188;A188;27
354990;São José dos Campos;Inverno;Z741;Z741;27
350000;Gestão Estadual (SP);Outono;L942;L942;27
354850;Santos;Primavera;J039;J039;27
350000;Gestão Estadual (SP);Primavera;N083;N083;27
354660;Santa Fé do Sul;Verão;M000;M000;27
352190;Itajobi;Verão;K297;K297;27
350000;Gestão Estadual (SP);Inverno;I256;I256;27
353440;Osasco;Primavera;G408;G408;27
354130;Presidente Epitácio;Inverno;T012;T012;27
350190;Amparo;Inverno;T424;T424;27
350960;Campo Limpo Paulista;Verão;R040;R040;27
354880;São Caetano do Sul;Primavera;O669;O669;27
350960;Campo Limpo Paulista;Primavera;D538;D538;27
350960;Campo Limpo Paulista;Primavera;A150;A150;27
350960;Campo Limpo Paulista;Primavera;E101;E101;27
350000;Gestão Estadual (SP);Primavera;N76;N76;27
355280;Taboão da Serra;Outono;L032;L032;27
350960;Campo Limpo Paulista;Outono;K590;K590;27
353470;Ourinhos;Inverno;K703;K703;27
351870;Guarujá;Primavera;O210;O210;27
351660;Gália;Outono;I832;I832;27
355280;Taboão da Serra;Outono;A90;Dengue Clássica;27
351630;Francisco Morato;Verão;T303;T303;27
354680;Santa Isabel;Verão;I471;I471;27
354390;Rio Claro;Inverno;A499;A499;27
354680;Santa Isabel;Primavera;K828;K828;27
354680;Santa Isabel;Verão;A09;A09;27
352430;Jaboticabal;Inverno;D692;D692;27
350000;Gestão Estadual (SP);Inverno;I951;I951;27
350190;Amparo;Inverno;S721;S721;27
352410;Ituverava;Verão;J128;J128;27
350420;Auriflama;Outono;K430;K430;27
352710;Lins;Primavera;S062;S062;27
351360;Cunha;Outono;L988;L988;27
351360;Cunha;Outono;D649;D649;27
352590;Jundiaí;Primavera;G404;G404;27
352590;Jundiaí;Primavera;G932;G932;27
352260;Itapira;Outono;K469;K469;27
355030;São Paulo;Outono;O911;O911;27
352440;Jacareí;Verão;I209;I209;27
355040;São Pedro;Outono;S525;S525;27
350970;Campos do Jordão;Outono;I839;I839;27
352430;Jaboticabal;Inverno;K800;K800;27
351630;Francisco Morato;Verão;L028;L028;27
351630;Francisco Morato;Verão;L021;L021;27
353870;Piracicaba;Primavera;L989;L989;27
355670;Vinhedo;Outono;N44;N44;27
353060;Mogi das Cruzes;Primavera;B342;B342;27
352690;Limeira;Outono;O16;O16;27
355030;São Paulo;Verão;S83;S83;27
350410;Atibaia;Primavera;D381;D381;27
355400;Tatuí;Primavera;S062;S062;27
355280;Taboão da Serra;Inverno;I48;I48;27
350740;Borborema;Primavera;N10;N10;27
351880;Guarulhos;Primavera;O249;O249;27
353470;Ourinhos;Inverno;K851;K851;27
353030;Mirassol;Outono;R529;R529;27
353030;Mirassol;Outono;R398;R398;27
353800;Pindamonhangaba;Outono;L97;L97;27
354990;São José dos Campos;Outono;K501;K501;27
350450;Avaré;Inverno;I742;I742;27
351670;Garça;Primavera;I618;I618;27
350000;Gestão Estadual (SP);Verão;Q246;Q246;27
353650;Paulínia;Primavera;E86;E86;27
352850;Mairiporã;Outono;C229;C229;27
350760;Bragança Paulista;Inverno;E105;E105;27
355030;São Paulo;Outono;T253;T253;27
353580;Paranapanema;Verão;J81;J81;27
350190;Amparo;Verão;C161;C161;27
350960;Campo Limpo Paulista;Inverno;S913;S913;27
350000;Gestão Estadual (SP);Verão;O349;O349;27
353730;Penápolis;Inverno;K251;K251;27
353730;Penápolis;Inverno;J353;J353;27
352390;Itu;Outono;L988;L988;27
350190;Amparo;Inverno;J969;J969;27
352390;Itu;Outono;P369;P369;27
350450;Avaré;Inverno;K859;K859;27
350000;Gestão Estadual (SP);Inverno;I00;I00;27
350000;Gestão Estadual (SP);Inverno;H903;H903;27
354990;São José dos Campos;Outono;K430;K430;27
350450;Avaré;Inverno;K560;K560;27
352170;Itaberá;Primavera;K810;K810;27
355030;São Paulo;Outono;T810;T810;27
350000;Gestão Estadual (SP);Inverno;T820;T820;27
350950;Campinas;Verão;Z000;Z000;27
350950;Campinas;Verão;T455;T455;27
355030;São Paulo;Verão;S370;S370;27
355620;Valinhos;Inverno;S822;S822;27
354130;Presidente Epitácio;Outono;R64;R64;27
350190;Amparo;Inverno;B199;B199;27
353050;Mococa;Inverno;A480;A480;27
354660;Santa Fé do Sul;Primavera;N200;N200;27
350650;Birigui;Verão;S722;S722;27
351670;Garça;Verão;A46;A46;27
350000;Gestão Estadual (SP);Verão;Q370;Q370;27
355410;Taubaté;Verão;P969;P969;27
353070;Mogi Guaçu;Outono;Z932;Z932;27
354130;Presidente Epitácio;Outono;S720;S720;27
351000;Cândido Mota;Inverno;N832;N832;27
355040;São Pedro;Verão;O829;O829;27
355040;São Pedro;Verão;O80;O80;27
350450;Avaré;Inverno;O321;O321;27
352590;Jundiaí;Primavera;I11;I11;27
355030;São Paulo;Outono;O330;O330;27
353350;Novo Horizonte;Primavera;S626;S626;27
352220;Itapecerica da Serra;Primavera;N390;Infecção do Trato Urinário;27
355030;São Paulo;Outono;O479;O479;27
355030;São Paulo;Outono;O440;O440;27
352410;Ituverava;Verão;F209;F209;27
350190;Amparo;Inverno;K599;K599;27
353710;Pedreira;Inverno;Z470;Z470;27
355600;Urupês;Verão;J189;Pneumonia Não Especificada;27
355040;São Pedro;Verão;K429;K429;27
354730;Santana de Parnaíba;Inverno;F20;F20;27
351870;Guarujá;Primavera;S727;S727;27
351870;Guarujá;Primavera;S626;S626;27
351630;Francisco Morato;Verão;I743;I743;27
351630;Francisco Morato;Verão;A90;Dengue Clássica;27
350760;Bragança Paulista;Inverno;L989;L989;27
352530;Jaú;Primavera;T630;T630;27
352440;Jacareí;Primavera;T07;T07;27
350000;Gestão Estadual (SP);Outono;M320;M320;27
352710;Lins;Verão;I803;I803;27
354990;São José dos Campos;Outono;O140;O140;27
354990;São José dos Campos;Outono;N811;N811;27
352720;Lorena;Verão;J961;J961;27
352720;Lorena;Verão;L020;L020;27
350650;Birigui;Verão;K403;K403;27
352220;Itapecerica da Serra;Verão;I64;Acidente Vascular Cerebral (AVC);27
354100;Praia Grande;Verão;K599;K599;27
353870;Piracicaba;Primavera;O48;O48;27
354990;São José dos Campos;Inverno;L720;L720;27
354990;São José dos Campos;Inverno;L270;L270;27
354990;São José dos Campos;Inverno;N131;N131;27
353870;Piracicaba;Primavera;P003;P003;27
354990;São José dos Campos;Inverno;L029;L029;27
351880;Guarulhos;Verão;C158;C158;27
350650;Birigui;Primavera;K701;K701;27
355030;São Paulo;Outono;O049;O049;27
352900;Marília;Primavera;K800;K800;27
350650;Birigui;Primavera;S271;S271;27
355030;São Paulo;Outono;O10;O10;27
353870;Piracicaba;Outono;Z018;Z018;27
350410;Atibaia;Outono;O639;O639;27
350760;Bragança Paulista;Inverno;M009;M009;27
355270;Tabatinga;Primavera;K928;K928;27
351630;Francisco Morato;Primavera;T07;T07;27
350760;Bragança Paulista;Inverno;S889;S889;27
350410;Atibaia;Outono;A46;A46;27
352170;Itaberá;Outono;K402;K402;27
352170;Itaberá;Outono;I831;I831;27
354100;Praia Grande;Verão;D759;D759;27
350190;Amparo;Verão;O021;O021;27
351670;Garça;Verão;O200;O200;27
355280;Taboão da Serra;Verão;F29;F29;27
354660;Santa Fé do Sul;Outono;I509;I509;27
354660;Santa Fé do Sul;Outono;B342;B342;27
355040;São Pedro;Verão;L959;L959;27
354880;São Caetano do Sul;Primavera;G632;G632;27
354850;Santos;Primavera;N110;N110;27
352710;Lins;Verão;J040;J040;27
353060;Mogi das Cruzes;Primavera;H660;H660;27
352670;Leme;Verão;G936;G936;27
354990;São José dos Campos;Inverno;K717;K717;27
354990;São José dos Campos;Inverno;K850;K850;27
350000;Gestão Estadual (SP);Outono;Z452;Z452;27
350000;Gestão Estadual (SP);Verão;O262;O262;27
352340;Itatiba;Verão;S531;S531;27
353650;Paulínia;Primavera;A480;A480;27
350650;Birigui;Outono;S422;S422;27
352590;Jundiaí;Primavera;I829;I829;27
352690;Limeira;Primavera;C188;C188;27
351000;Cândido Mota;Outono;P156;P156;27
352940;Mauá;Inverno;F322;F322;27
352530;Jaú;Primavera;I630;I630;27
355400;Tatuí;Verão;B203;B203;27
350000;Gestão Estadual (SP);Outono;Z532;Z532;27
352740;Lucélia;Verão;N390;Infecção do Trato Urinário;27
354730;Santana de Parnaíba;Inverno;J060;J060;27
353470;Ourinhos;Verão;C449;C449;27
353800;Pindamonhangaba;Outono;K35;K35;27
350760;Bragança Paulista;Outono;C539;C539;27
355270;Tabatinga;Outono;I64;Acidente Vascular Cerebral (AVC);27
350950;Campinas;Verão;R56;R56;27
350450;Avaré;Outono;O209;O209;27
351690;General Salgado;Verão;I64;Acidente Vascular Cerebral (AVC);27
350000;Gestão Estadual (SP);Primavera;C008;C008;27
353350;Novo Horizonte;Primavera;J698;J698;27
353870;Piracicaba;Outono;T023;T023;27
351350;Cubatão;Verão;S204;S204;27
355060;São Roque;Inverno;K741;K741;27
354130;Presidente Epitácio;Verão;A491;A491;27
350190;Amparo;Verão;N180;N180;27
354340;Ribeirão Preto;Verão;S663;S663;27
352390;Itu;Outono;K928;K928;27
350000;Gestão Estadual (SP);Outono;Z359;Z359;27
353470;Ourinhos;Verão;C349;C349;27
351630;Francisco Morato;Primavera;M628;M628;27
353870;Piracicaba;Primavera;S423;S423;27
350950;Campinas;Verão;P741;P741;27
352530;Jaú;Verão;B902;B902;27
353470;Ourinhos;Inverno;M868;M868;27
352530;Jaú;Primavera;I792;I792;27
355060;São Roque;Outono;A279;A279;27
350000;Gestão Estadual (SP);Primavera;M602;M602;27
355400;Tatuí;Primavera;I607;I607;27
355060;São Roque;Inverno;K920;K920;27
354850;Santos;Outono;O702;O702;27
350190;Amparo;Verão;S525;S525;27
354100;Praia Grande;Primavera;S064;S064;27
353870;Piracicaba;Primavera;S368;S368;27
351630;Francisco Morato;Primavera;J159;Pneumonia Bacteriana;27
355400;Tatuí;Verão;D649;D649;27
350410;Atibaia;Inverno;I831;I831;27
350410;Atibaia;Inverno;I808;I808;27
351000;Cândido Mota;Verão;R10;R10;27
350000;Gestão Estadual (SP);Inverno;H440;H440;27
350000;Gestão Estadual (SP);Inverno;H25;H25;27
355670;Vinhedo;Primavera;N328;N328;27
352230;Itapetininga;Inverno;I120;I120;27
353670;Pederneiras;Verão;J449;J449;27
351000;Cândido Mota;Verão;A46;A46;27
354880;São Caetano do Sul;Outono;T022;T022;27
350190;Amparo;Verão;S728;S728;27
350210;Andradina;Inverno;B189;B189;27
351630;Francisco Morato;Primavera;J36;J36;27
355030;São Paulo;Primavera;C161;C161;27
352040;Ilhabela;Outono;K802;K802;27
351380;Diadema;Inverno;F328;F328;27
355620;Valinhos;Outono;I744;I744;27
350000;Gestão Estadual (SP);Primavera;B961;B961;27
354640;Santa Cruz do Rio Pardo;Verão;S420;S420;27
350650;Birigui;Inverno;S727;S727;27
355030;São Paulo;Outono;N291;N291;27
351880;Guarulhos;Verão;F199;F199;27
352440;Jacareí;Verão;K746;K746;27
350000;Gestão Estadual (SP);Verão;Q821;Q821;27
352440;Jacareí;Primavera;S920;S920;27
355220;Sorocaba;Primavera;C189;C189;27
354340;Ribeirão Preto;Primavera;L958;L958;27
351380;Diadema;Inverno;G458;G458;27
351870;Guarujá;Verão;I209;I209;27
354730;Santana de Parnaíba;Outono;G959;G959;27
351630;Francisco Morato;Primavera;E145;E145;27
350210;Andradina;Inverno;T068;T068;27
353650;Paulínia;Outono;T814;T814;27
352440;Jacareí;Primavera;P599;P599;27
354850;Santos;Outono;O001;O001;27
353350;Novo Horizonte;Outono;T630;T630;27
350650;Birigui;Inverno;N328;N328;27
353800;Pindamonhangaba;Outono;S821;S821;27
352230;Itapetininga;Inverno;J969;J969;27
352530;Jaú;Primavera;G400;G400;27
350000;Gestão Estadual (SP);Outono;K853;K853;27
352710;Lins;Primavera;K928;K928;27
354130;Presidente Epitácio;Verão;R55;R55;27
355270;Tabatinga;Inverno;K409;K409;27
352720;Lorena;Primavera;S723;S723;27
351630;Francisco Morato;Outono;R560;R560;27
354100;Praia Grande;Primavera;K805;K805;27
351870;Guarujá;Primavera;C688;C688;27
350000;Gestão Estadual (SP);Inverno;H261;H261;27
354880;São Caetano do Sul;Outono;M201;M201;27
351020;Capão Bonito;Inverno;K805;K805;27
354850;Santos;Primavera;P228;P228;27
350950;Campinas;Verão;O689;O689;27
353870;Piracicaba;Primavera;T875;T875;27
350400;Assis;Verão;N938;N938;27
